Fiscal Year,Month Grouping,Month (abbv),Component,Demographic,Citizenship Grouping,Title of Authority,Encounter Type,Encounter Count
2024,FYTD,NOV,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,1114
2024,FYTD,NOV,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,5173
2024,FYTD,NOV,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,21914
2024,FYTD,NOV,Office of Field Operations,UAC,El Salvador,Title 8,Inadmissibles,10
2024,FYTD,NOV,Office of Field Operations,UAC,Guatemala,Title 8,Inadmissibles,49
2024,FYTD,NOV,Office of Field Operations,UAC,Honduras,Title 8,Inadmissibles,45
2024,FYTD,NOV,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,294
2024,FYTD,NOV,Office of Field Operations,UAC,Other,Title 8,Inadmissibles,456
2024,FYTD,NOV,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,4451
2024,FYTD,NOV,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,13585
2024,FYTD,NOV,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,9586
2024,FYTD,NOV,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,23670
2024,FYTD,NOV,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,31384
2024,FYTD,NOV,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,1301
2024,FYTD,NOV,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,7463
2024,FYTD,NOV,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,4976
2024,FYTD,NOV,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,24435
2024,FYTD,NOV,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,58315
2024,FYTD,NOV,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,952
2024,FYTD,NOV,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,4470
2024,FYTD,NOV,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,2027
2024,FYTD,NOV,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,2875
2024,FYTD,NOV,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,1616
2024,FYTD,OCT,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,3
2024,FYTD,OCT,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,106
2024,FYTD,OCT,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,14
2024,FYTD,OCT,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,458
2024,FYTD,OCT,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,426
2024,FYTD,OCT,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,1985
2024,FYTD,OCT,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,8215
2024,FYTD,OCT,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,10797
2024,FYTD,OCT,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,436
2024,FYTD,OCT,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,371
2024,FYTD,OCT,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,1721
2024,FYTD,OCT,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,5375
2024,FYTD,OCT,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,21469
2024,FYTD,OCT,Office of Field Operations,UAC,El Salvador,Title 8,Inadmissibles,10
2024,FYTD,OCT,Office of Field Operations,UAC,Guatemala,Title 8,Inadmissibles,38
2024,FYTD,OCT,Office of Field Operations,UAC,Honduras,Title 8,Inadmissibles,66
2024,FYTD,OCT,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,299
2024,FYTD,OCT,Office of Field Operations,UAC,Other,Title 8,Inadmissibles,389
2024,FYTD,OCT,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,4448
2024,FYTD,OCT,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,14767
2024,FYTD,OCT,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,11475
2024,FYTD,OCT,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,21440
2024,FYTD,OCT,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,32281
2024,FYTD,OCT,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,1050
2024,FYTD,OCT,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,4493
2024,FYTD,OCT,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,4360
2024,FYTD,OCT,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,25143
2024,FYTD,OCT,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,58595
2024,FYTD,OCT,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,848
2024,FYTD,OCT,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,3754
2024,FYTD,OCT,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,2208
2024,FYTD,OCT,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,2411
2024,FYTD,OCT,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,1476
2024,Remaining,SEP,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,1
2024,Remaining,SEP,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,1
2024,Remaining,SEP,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,128
2024,Remaining,SEP,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,30
2024,Remaining,SEP,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,380
2024,Remaining,SEP,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,428
2024,Remaining,SEP,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,1603
2024,Remaining,SEP,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,4871
2024,Remaining,SEP,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,12716
2024,Remaining,SEP,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,500
2024,Remaining,SEP,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,517
2024,Remaining,SEP,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,1297
2024,Remaining,SEP,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,5045
2024,Remaining,SEP,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,19730
2024,Remaining,SEP,Office of Field Operations,UAC,El Salvador,Title 8,Inadmissibles,9
2024,Remaining,SEP,Office of Field Operations,UAC,Guatemala,Title 8,Inadmissibles,17
2024,Remaining,SEP,Office of Field Operations,UAC,Honduras,Title 8,Inadmissibles,54
2024,Remaining,SEP,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,194
2024,Remaining,SEP,Office of Field Operations,UAC,Other,Title 8,Inadmissibles,411
2024,Remaining,SEP,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,648
2024,Remaining,SEP,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,1484
2024,Remaining,SEP,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,1142
2024,Remaining,SEP,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,5530
2024,Remaining,SEP,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,4795
2024,Remaining,SEP,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,768
2024,Remaining,SEP,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,2950
2024,Remaining,SEP,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,1420
2024,Remaining,SEP,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,18126
2024,Remaining,SEP,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,11156
2024,Remaining,SEP,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,510
2024,Remaining,SEP,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,1561
2024,Remaining,SEP,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,1280
2024,Remaining,SEP,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,2057
2024,Remaining,SEP,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,431
2025,FYTD,APR,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,1
2025,FYTD,APR,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,73
2025,FYTD,APR,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,6
2025,FYTD,APR,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,2
2025,FYTD,APR,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,2
2025,FYTD,APR,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,3
2025,FYTD,APR,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,412
2025,FYTD,APR,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,50
2025,FYTD,APR,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,4
2025,FYTD,APR,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,17
2025,FYTD,APR,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,11
2025,FYTD,APR,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2883
2025,FYTD,APR,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,142
2025,FYTD,APR,Office of Field Operations,UAC,Guatemala,Title 8,Inadmissibles,1
2025,FYTD,APR,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,37
2025,FYTD,APR,Office of Field Operations,UAC,Other,Title 8,Inadmissibles,3
2025,FYTD,APR,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,14
2025,FYTD,APR,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,45
2025,FYTD,APR,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,33
2025,FYTD,APR,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,190
2025,FYTD,APR,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,252
2025,FYTD,APR,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,106
2025,FYTD,APR,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,626
2025,FYTD,APR,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,337
2025,FYTD,APR,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,5393
2025,FYTD,APR,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,590
2025,FYTD,APR,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,28
2025,FYTD,APR,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,108
2025,FYTD,APR,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,68
2025,FYTD,APR,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,544
2025,FYTD,APR,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,42
2025,Remaining,AUG,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,64
2025,Remaining,AUG,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,2
2025,Remaining,AUG,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,3
2025,Remaining,AUG,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,1
2025,Remaining,AUG,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,504
2025,Remaining,AUG,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,39
2025,Remaining,AUG,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,6
2025,Remaining,AUG,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,10
2025,Remaining,AUG,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,6
2025,Remaining,AUG,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2617
2025,Remaining,AUG,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,117
2025,Remaining,AUG,Office of Field Operations,UAC,El Salvador,Title 8,Inadmissibles,1
2025,Remaining,AUG,Office of Field Operations,UAC,Guatemala,Title 8,Inadmissibles,4
2025,Remaining,AUG,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,37
2025,Remaining,AUG,Office of Field Operations,UAC,Other,Title 8,Inadmissibles,3
2025,Remaining,AUG,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,10
2025,Remaining,AUG,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,31
2025,Remaining,AUG,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,63
2025,Remaining,AUG,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,255
2025,Remaining,AUG,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,154
2025,Remaining,AUG,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,92
2025,Remaining,AUG,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,401
2025,Remaining,AUG,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,333
2025,Remaining,AUG,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,3707
2025,Remaining,AUG,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,645
2025,Remaining,AUG,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,19
2025,Remaining,AUG,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,69
2025,Remaining,AUG,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,44
2025,Remaining,AUG,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,464
2025,Remaining,AUG,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,30
2025,FYTD,DEC,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,1
2025,FYTD,DEC,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,1
2025,FYTD,DEC,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,98
2025,FYTD,DEC,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,29
2025,FYTD,DEC,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,645
2025,FYTD,DEC,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,853
2025,FYTD,DEC,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,2547
2025,FYTD,DEC,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,4971
2025,FYTD,DEC,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,12446
2025,FYTD,DEC,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,620
2025,FYTD,DEC,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,977
2025,FYTD,DEC,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,1701
2025,FYTD,DEC,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,4732
2025,FYTD,DEC,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,18383
2025,FYTD,DEC,Office of Field Operations,UAC,El Salvador,Title 8,Inadmissibles,22
2025,FYTD,DEC,Office of Field Operations,UAC,Guatemala,Title 8,Inadmissibles,60
2025,FYTD,DEC,Office of Field Operations,UAC,Honduras,Title 8,Inadmissibles,97
2025,FYTD,DEC,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,149
2025,FYTD,DEC,Office of Field Operations,UAC,Other,Title 8,Inadmissibles,381
2025,FYTD,DEC,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,560
2025,FYTD,DEC,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,2007
2025,FYTD,DEC,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,1317
2025,FYTD,DEC,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,3096
2025,FYTD,DEC,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,7285
2025,FYTD,DEC,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,696
2025,FYTD,DEC,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,2835
2025,FYTD,DEC,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,1538
2025,FYTD,DEC,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,11244
2025,FYTD,DEC,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,10628
2025,FYTD,DEC,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,428
2025,FYTD,DEC,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,2257
2025,FYTD,DEC,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,1338
2025,FYTD,DEC,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,1451
2025,FYTD,DEC,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,640
2025,FYTD,FEB,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,33
2025,FYTD,FEB,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,2
2025,FYTD,FEB,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,2
2025,FYTD,FEB,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,255
2025,FYTD,FEB,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,73
2025,FYTD,FEB,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,12
2025,FYTD,FEB,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,23
2025,FYTD,FEB,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,5
2025,FYTD,FEB,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2678
2025,FYTD,FEB,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,198
2025,FYTD,FEB,Office of Field Operations,UAC,El Salvador,Title 8,Inadmissibles,2
2025,FYTD,FEB,Office of Field Operations,UAC,Guatemala,Title 8,Inadmissibles,22
2025,FYTD,FEB,Office of Field Operations,UAC,Honduras,Title 8,Inadmissibles,2
2025,FYTD,FEB,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,29
2025,FYTD,FEB,Office of Field Operations,UAC,Other,Title 8,Inadmissibles,25
2025,FYTD,FEB,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,26
2025,FYTD,FEB,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,95
2025,FYTD,FEB,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,35
2025,FYTD,FEB,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,161
2025,FYTD,FEB,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,492
2025,FYTD,FEB,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,201
2025,FYTD,FEB,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,1160
2025,FYTD,FEB,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,427
2025,FYTD,FEB,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,3739
2025,FYTD,FEB,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,1280
2025,FYTD,FEB,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,45
2025,FYTD,FEB,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,181
2025,FYTD,FEB,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,101
2025,FYTD,FEB,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,338
2025,FYTD,FEB,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,68
2025,FYTD,JAN,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,80
2025,FYTD,JAN,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,11
2025,FYTD,JAN,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,359
2025,FYTD,JAN,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,532
2025,FYTD,JAN,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,1392
2025,FYTD,JAN,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,3618
2025,FYTD,JAN,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,7676
2025,FYTD,JAN,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,410
2025,FYTD,JAN,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,604
2025,FYTD,JAN,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,1088
2025,FYTD,JAN,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,4456
2025,FYTD,JAN,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,11640
2025,FYTD,JAN,Office of Field Operations,UAC,El Salvador,Title 8,Inadmissibles,7
2025,FYTD,JAN,Office of Field Operations,UAC,Guatemala,Title 8,Inadmissibles,45
2025,FYTD,JAN,Office of Field Operations,UAC,Honduras,Title 8,Inadmissibles,40
2025,FYTD,JAN,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,113
2025,FYTD,JAN,Office of Field Operations,UAC,Other,Title 8,Inadmissibles,269
2025,FYTD,JAN,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,265
2025,FYTD,JAN,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,602
2025,FYTD,JAN,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,595
2025,FYTD,JAN,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,1316
2025,FYTD,JAN,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,4317
2025,FYTD,JAN,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,456
2025,FYTD,JAN,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,1912
2025,FYTD,JAN,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,995
2025,FYTD,JAN,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,9189
2025,FYTD,JAN,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,6712
2025,FYTD,JAN,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,216
2025,FYTD,JAN,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,742
2025,FYTD,JAN,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,498
2025,FYTD,JAN,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,900
2025,FYTD,JAN,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,390
2025,FYTD,JUL,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,48
2025,FYTD,JUL,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,5
2025,FYTD,JUL,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,2
2025,FYTD,JUL,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,499
2025,FYTD,JUL,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,35
2025,FYTD,JUL,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,3
2025,FYTD,JUL,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,8
2025,FYTD,JUL,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,6
2025,FYTD,JUL,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2475
2025,FYTD,JUL,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,125
2025,FYTD,JUL,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,19
2025,FYTD,JUL,Office of Field Operations,UAC,Other,Title 8,Inadmissibles,5
2025,FYTD,JUL,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,12
2025,FYTD,JUL,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,11
2025,FYTD,JUL,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,37
2025,FYTD,JUL,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,115
2025,FYTD,JUL,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,141
2025,FYTD,JUL,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,78
2025,FYTD,JUL,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,440
2025,FYTD,JUL,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,235
2025,FYTD,JUL,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,2611
2025,FYTD,JUL,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,461
2025,FYTD,JUL,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,7
2025,FYTD,JUL,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,57
2025,FYTD,JUL,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,29
2025,FYTD,JUL,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,345
2025,FYTD,JUL,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,13
2025,FYTD,JUN,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,40
2025,FYTD,JUN,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,1
2025,FYTD,JUN,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,2
2025,FYTD,JUN,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,405
2025,FYTD,JUN,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,40
2025,FYTD,JUN,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,6
2025,FYTD,JUN,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,18
2025,FYTD,JUN,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,5
2025,FYTD,JUN,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2517
2025,FYTD,JUN,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,161
2025,FYTD,JUN,Office of Field Operations,UAC,Guatemala,Title 8,Inadmissibles,2
2025,FYTD,JUN,Office of Field Operations,UAC,Honduras,Title 8,Inadmissibles,1
2025,FYTD,JUN,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,27
2025,FYTD,JUN,Office of Field Operations,UAC,Other,Title 8,Inadmissibles,9
2025,FYTD,JUN,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,4
2025,FYTD,JUN,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,49
2025,FYTD,JUN,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,23
2025,FYTD,JUN,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,101
2025,FYTD,JUN,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,100
2025,FYTD,JUN,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,92
2025,FYTD,JUN,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,629
2025,FYTD,JUN,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,304
